Employee_ID,Company,Department,Employee_Type,Month,Performance,Role_Change,Team_Change,Leadership_Change,Technology_Change,Process_Change,Culture_Change,Location_Environment_Change,Adaptability_GroundTruth,role_change,team_change,leadership_change,technology_change,process_change,culture_change,location_environment_change
E012,Company A,Finance,Resilient,-5,76.48,7.0,52.0,59.0,4.0,67.0,5.0,95.0,0.9,,,,,,,
E012,Company A,Finance,Resilient,-4,75.41,7.0,52.0,59.0,4.0,67.0,5.0,95.0,0.9,,,,,,,
E012,Company A,Finance,Resilient,-3,73.78,7.0,52.0,59.0,4.0,67.0,5.0,95.0,0.9,,,,,,,
E012,Company A,Finance,Resilient,-2,74.63,7.0,52.0,59.0,4.0,67.0,5.0,95.0,0.9,,,,,,,
E012,Company A,Finance,Resilient,-1,75.84,7.0,52.0,59.0,4.0,67.0,5.0,95.0,0.9,,,,,,,
E012,Company A,Finance,Resilient,0,66.61,7.0,52.0,59.0,4.0,67.0,5.0,95.0,0.9,,,,,,,
E012,Company A,Finance,Resilient,1,72.9,7.0,52.0,59.0,4.0,67.0,5.0,95.0,0.9,,,,,,,
E012,Company A,Finance,Resilient,2,76.38,7.0,52.0,59.0,4.0,67.0,5.0,95.0,0.9,,,,,,,
E012,Company A,Finance,Resilient,3,84.09,7.0,52.0,59.0,4.0,67.0,5.0,95.0,0.9,,,,,,,
E012,Company A,Finance,Resilient,4,94.88,7.0,52.0,59.0,4.0,67.0,5.0,95.0,0.9,,,,,,,
E012,Company A,Finance,Resilient,5,96.82,7.0,52.0,59.0,4.0,67.0,5.0,95.0,0.9,,,,,,,
E012,Company A,Finance,Resilient,6,100.0,7.0,52.0,59.0,4.0,67.0,5.0,95.0,0.9,,,,,,,
E013,Company A,HR,Resilient,-6,78.22,0.0,15.0,60.0,63.0,62.0,68.0,21.0,0.9,,,,,,,
E013,Company A,HR,Resilient,-5,77.09,0.0,15.0,60.0,63.0,62.0,68.0,21.0,0.9,,,,,,,
E013,Company A,HR,Resilient,-4,76.13,0.0,15.0,60.0,63.0,62.0,68.0,21.0,0.9,,,,,,,
E013,Company A,HR,Resilient,-3,79.16,0.0,15.0,60.0,63.0,62.0,68.0,21.0,0.9,,,,,,,
E013,Company A,HR,Resilient,-2,78.96,0.0,15.0,60.0,63.0,62.0,68.0,21.0,0.9,,,,,,,
E013,Company A,HR,Resilient,-1,76.8,0.0,15.0,60.0,63.0,62.0,68.0,21.0,0.9,,,,,,,
E013,Company A,HR,Resilient,0,67.31,0.0,15.0,60.0,63.0,62.0,68.0,21.0,0.9,,,,,,,
E013,Company A,HR,Resilient,1,75.15,0.0,15.0,60.0,63.0,62.0,68.0,21.0,0.9,,,,,,,
E013,Company A,HR,Resilient,2,80.76,0.0,15.0,60.0,63.0,62.0,68.0,21.0,0.9,,,,,,,
E013,Company A,HR,Resilient,3,84.98,0.0,15.0,60.0,63.0,62.0,68.0,21.0,0.9,,,,,,,
E013,Company A,HR,Resilient,4,90.98,0.0,15.0,60.0,63.0,62.0,68.0,21.0,0.9,,,,,,,
E013,Company A,HR,Resilient,5,97.83,0.0,15.0,60.0,63.0,62.0,68.0,21.0,0.9,,,,,,,
E013,Company A,HR,Resilient,6,99.29,0.0,15.0,60.0,63.0,62.0,68.0,21.0,0.9,,,,,,,
E014,Company A,HR,Stable Specialist,-6,81.42,83.0,23.0,11.0,49.0,34.0,32.0,32.0,0.6,,,,,,,
E014,Company A,HR,Stable Specialist,-5,82.76,83.0,23.0,11.0,49.0,34.0,32.0,32.0,0.6,,,,,,,
E014,Company A,HR,Stable Specialist,-4,81.38,83.0,23.0,11.0,49.0,34.0,32.0,32.0,0.6,,,,,,,
E014,Company A,HR,Stable Specialist,-3,78.2,83.0,23.0,11.0,49.0,34.0,32.0,32.0,0.6,,,,,,,
E014,Company A,HR,Stable Specialist,-2,81.67,83.0,23.0,11.0,49.0,34.0,32.0,32.0,0.6,,,,,,,
E014,Company A,HR,Stable Specialist,-1,78.72,83.0,23.0,11.0,49.0,34.0,32.0,32.0,0.6,,,,,,,
E014,Company A,HR,Stable Specialist,0,69.93,83.0,23.0,11.0,49.0,34.0,32.0,32.0,0.6,,,,,,,
E014,Company A,HR,Stable Specialist,1,74.24,83.0,23.0,11.0,49.0,34.0,32.0,32.0,0.6,,,,,,,
E014,Company A,HR,Stable Specialist,2,78.61,83.0,23.0,11.0,49.0,34.0,32.0,32.0,0.6,,,,,,,
E014,Company A,HR,Stable Specialist,3,79.49,83.0,23.0,11.0,49.0,34.0,32.0,32.0,0.6,,,,,,,
E014,Company A,HR,Stable Specialist,4,88.56,83.0,23.0,11.0,49.0,34.0,32.0,32.0,0.6,,,,,,,
E014,Company A,HR,Stable Specialist,5,87.77,83.0,23.0,11.0,49.0,34.0,32.0,32.0,0.6,,,,,,,
E014,Company A,HR,Stable Specialist,6,96.97,83.0,23.0,11.0,49.0,34.0,32.0,32.0,0.6,,,,,,,
E015,Company A,HR,Vulnerable,-6,71.9,74.0,28.0,35.0,88.0,20.0,35.0,9.0,0.25,,,,,,,
E015,Company A,HR,Vulnerable,-5,78.87,74.0,28.0,35.0,88.0,20.0,35.0,9.0,0.25,,,,,,,
E015,Company A,HR,Vulnerable,-4,76.7,74.0,28.0,35.0,88.0,20.0,35.0,9.0,0.25,,,,,,,
E015,Company A,HR,Vulnerable,-3,74.91,74.0,28.0,35.0,88.0,20.0,35.0,9.0,0.25,,,,,,,
E015,Company A,HR,Vulnerable,-2,74.55,74.0,28.0,35.0,88.0,20.0,35.0,9.0,0.25,,,,,,,
E015,Company A,HR,Vulnerable,-1,77.73,74.0,28.0,35.0,88.0,20.0,35.0,9.0,0.25,,,,,,,
E015,Company A,HR,Vulnerable,0,60.53,74.0,28.0,35.0,88.0,20.0,35.0,9.0,0.25,,,,,,,
E015,Company A,HR,Vulnerable,1,59.4,74.0,28.0,35.0,88.0,20.0,35.0,9.0,0.25,,,,,,,
E015,Company A,HR,Vulnerable,2,65.58,74.0,28.0,35.0,88.0,20.0,35.0,9.0,0.25,,,,,,,
E015,Company A,HR,Vulnerable,3,69.53,74.0,28.0,35.0,88.0,20.0,35.0,9.0,0.25,,,,,,,
E015,Company A,HR,Vulnerable,4,71.35,74.0,28.0,35.0,88.0,20.0,35.0,9.0,0.25,,,,,,,
E015,Company A,HR,Vulnerable,5,70.77,74.0,28.0,35.0,88.0,20.0,35.0,9.0,0.25,,,,,,,
E015,Company A,HR,Vulnerable,6,71.73,74.0,28.0,35.0,88.0,20.0,35.0,9.0,0.25,,,,,,,
E016,Company A,Finance,Declining,-6,88.88,12.0,58.0,18.0,48.0,99.0,11.0,60.0,0.1,,,,,,,
E016,Company A,Finance,Declining,-5,89.33,12.0,58.0,18.0,48.0,99.0,11.0,60.0,0.1,,,,,,,
E016,Company A,Finance,Declining,-4,90.33,12.0,58.0,18.0,48.0,99.0,11.0,60.0,0.1,,,,,,,
E016,Company A,Finance,Declining,-3,87.5,12.0,58.0,18.0,48.0,99.0,11.0,60.0,0.1,,,,,,,
E016,Company A,Finance,Declining,-2,93.32,12.0,58.0,18.0,48.0,99.0,11.0,60.0,0.1,,,,,,,
E016,Company A,Finance,Declining,-1,87.13,12.0,58.0,18.0,48.0,99.0,11.0,60.0,0.1,,,,,,,
E016,Company A,Finance,Declining,0,67.03,12.0,58.0,18.0,48.0,99.0,11.0,60.0,0.1,,,,,,,
E016,Company A,Finance,Declining,1,72.01,12.0,58.0,18.0,48.0,99.0,11.0,60.0,0.1,,,,,,,
E016,Company A,Finance,Declining,2,71.52,12.0,58.0,18.0,48.0,99.0,11.0,60.0,0.1,,,,,,,
E016,Company A,Finance,Declining,3,71.42,12.0,58.0,18.0,48.0,99.0,11.0,60.0,0.1,,,,,,,
E016,Company A,Finance,Declining,4,71.66,12.0,58.0,18.0,48.0,99.0,11.0,60.0,0.1,,,,,,,
E016,Company A,Finance,Declining,5,70.62,12.0,58.0,18.0,48.0,99.0,11.0,60.0,0.1,,,,,,,
E016,Company A,Finance,Declining,6,69.09,12.0,58.0,18.0,48.0,99.0,11.0,60.0,0.1,,,,,,,
E017,Company A,Sales,Vulnerable,-6,65.78,74.0,17.0,75.0,8.0,73.0,57.0,16.0,0.25,,,,,,,
E017,Company A,Sales,Vulnerable,-5,66.49,74.0,17.0,75.0,8.0,73.0,57.0,16.0,0.25,,,,,,,
E017,Company A,Sales,Vulnerable,-4,67.11,74.0,17.0,75.0,8.0,73.0,57.0,16.0,0.25,,,,,,,
E017,Company A,Sales,Vulnerable,-3,67.68,74.0,17.0,75.0,8.0,73.0,57.0,16.0,0.25,,,,,,,
E017,Company A,Sales,Vulnerable,-2,64.42,74.0,17.0,75.0,8.0,73.0,57.0,16.0,0.25,,,,,,,
E017,Company A,Sales,Vulnerable,-1,64.04,74.0,17.0,75.0,8.0,73.0,57.0,16.0,0.25,,,,,,,
E017,Company A,Sales,Vulnerable,0,44.81,74.0,17.0,75.0,8.0,73.0,57.0,16.0,0.25,,,,,,,
E017,Company A,Sales,Vulnerable,1,39.45,74.0,17.0,75.0,8.0,73.0,57.0,16.0,0.25,,,,,,,
E017,Company A,Sales,Vulnerable,2,48.1,74.0,17.0,75.0,8.0,73.0,57.0,16.0,0.25,,,,,,,
E017,Company A,Sales,Vulnerable,3,45.79,74.0,17.0,75.0,8.0,73.0,57.0,16.0,0.25,,,,,,,
E017,Company A,Sales,Vulnerable,4,47.82,74.0,17.0,75.0,8.0,73.0,57.0,16.0,0.25,,,,,,,
